"","Gene","A01","A02","A03","A04","A05","A06","A07","A08","A09","A10","A11","A12","A13","A14","A15","A16","A17","A18","A19","A20","A21","A22","A23","A24","Transcript.stable.ID","Transcript.start..bp.","Transcript.end..bp.","length"
"8205","MGG_10727",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,"MGG_10727T0",123955,126473,2518
"8206","MGG_10728",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10728T0",121311,123678,2367
"8207","MGG_10730",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,8,0,0,1,1,1,"MGG_10730T0",112640,116736,4096
"8208","MGG_10732",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10732T0",110055,110485,430
"8209","MGG_10733",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10733T0",108471,109265,794
"8210","MGG_10735",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,"MGG_10735T0",104396,106811,2415
"8211","MGG_10736",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,4,4,0,"MGG_10736T0",101682,103101,1419
"8212","MGG_10737",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,3,1,0,"MGG_10737T0",99683,101808,2125
"8213","MGG_10740",0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,1,1,0,1,2,0,"MGG_10740T0",93999,95343,1344
"8214","MGG_10741",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,5,0,"MGG_10741T0",91907,93867,1960
"8215","MGG_10742",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,0,3,0,1,1,3,1,"MGG_10742T0",90223,92034,1811
"8216","MGG_10743",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,7,2,0,4,6,5,"MGG_10743T0",87076,90021,2945
"8217","MGG_10744",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,"MGG_10744T0",84032,86406,2374
"8218","MGG_10745",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,1,"MGG_10745T0",80743,83329,2586
"8219","MGG_10746",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,0,1,"MGG_10746T0",78978,80689,1711
"8220","MGG_10747",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10747T0",78326,79459,1133
"8221","MGG_10748",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10748T0",73059,75080,2021
"8222","MGG_10750",0,0,0,0,0,0,0,0,0,0,1,0,4,2,3,1,4,2,2,1,0,0,2,3,"MGG_10750T0",51523,54955,3432
"8223","MGG_10751",0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,6,2,3,4,3,0,0,0,0,"MGG_10751T0",44286,47028,2742
"8224","MGG_10754",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10754T0",70543,71895,1352
"8225","MGG_10755",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10755T0",73527,74528,1001
"8226","MGG_10756",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10756T0",74984,76730,1746
"8227","MGG_10757",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10757T0",77417,78593,1176
"8228","MGG_10759",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10759T0",81055,81489,434
"8229","MGG_10760",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10760T0",82474,84249,1775
"8230","MGG_10764",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"MGG_10764T0",96588,97601,1013
"8231","MGG_10766",0,0,0,0,0,0,0,0,0,0,1,0,4,3,8,3,1,2,0,0,0,0,0,0,"MGG_10766T0",99134,101457,2323
"8232","MGG_10772",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,"MGG_10772T0",115745,116738,993
"8233","MGG_10773",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"MGG_10773T0",118516,119438,922
"8234","MGG_10774",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10774T0",120478,121095,617
"8235","MGG_10777",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10777T0",133564,134242,678
"8236","MGG_10779",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10779T0",177239,177738,499
"8237","MGG_10780",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10780T0",181829,182272,443
"8238","MGG_10781",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10781T0",183048,183757,709
"8239","MGG_10782",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10782T0",187591,188605,1014
"8240","MGG_10783",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,"MGG_10783T0",188974,190240,1266
"8241","MGG_10785",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10785T0",212786,213921,1135
"8242","MGG_10788",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"MGG_10788T0",220753,221281,528
"8243","MGG_10789",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10789T0",222021,222953,932
"8244","MGG_10791",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"MGG_10791T0",226833,228065,1232
"8245","MGG_10792",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,"MGG_10792T0",228457,230357,1900
"8246","MGG_10796",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10796T0",244946,245523,577
"8247","MGG_10797",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10797T0",246928,248322,1394
"8248","MGG_10798",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"MGG_10798T0",250320,251070,750
"8249","MGG_10799",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,6,2,0,"MGG_10799T0",251028,253663,2635
"8250","MGG_10800",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,2,6,0,0,3,1,0,"MGG_10800T0",7423986,7426403,2417
"8251","MGG_10801",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"MGG_10801T0",7434496,7435797,1301
"8252","MGG_10803",0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,"MGG_10803T0",7439128,7440758,1630
"8253","MGG_10804",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10804T0",7442513,7443068,555
"8254","MGG_10805",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10805T0",7471782,7472911,1129
"8255","MGG_10806",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"MGG_10806T0",7473165,7476369,3204
"8256","MGG_10810",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10810T0",7480692,7481228,536
"8257","MGG_10811",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,0,0,0,0,0,0,1,"MGG_10811T0",7482162,7483739,1577
"8258","MGG_10812",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"MGG_10812T0",7484234,7486634,2400
"8259","MGG_10814",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10814T0",7495123,7496398,1275
"8260","MGG_10815",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10815T0",7497137,7497874,737
"8261","MGG_10816",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"MGG_10816T0",7498167,7500644,2477
"8262","MGG_10817",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,"MGG_10817T0",7501426,7502943,1517
"8263","MGG_10819",1,0,0,1,0,2,0,0,0,0,0,0,0,1,1,5,1,0,8,3,0,8,4,0,"MGG_10819T0",557858,558723,865
"8264","MGG_10820",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,1,3,1,0,"MGG_10820T0",554069,557627,3558
"8265","MGG_10821",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,10,0,1,8,1,1,8,3,1,"MGG_10821T0",550064,552825,2761
"8266","MGG_10824",0,0,0,2,1,0,0,0,0,1,0,0,2,1,2,5,1,6,13,3,5,5,5,1,"MGG_10824T0",542262,544003,1741
"8267","MGG_10825",0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0,3,0,1,3,1,0,"MGG_10825T0",539506,540683,1177
"8268","MGG_10826",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,"MGG_10826T0",536158,539706,3548
"8269","MGG_10827",0,0,0,0,0,0,2,0,0,0,0,0,5,7,9,34,5,4,58,11,9,20,19,2,"MGG_10827T0",534580,535602,1022
"8270","MGG_10828",0,0,0,3,0,0,1,0,1,0,0,0,1,0,1,5,2,2,6,0,2,8,4,0,"MGG_10828T0",531233,533451,2218
"8271","MGG_10829",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,2,1,10,0,1,"MGG_10829T0",528323,531561,3238
"8272","MGG_10830",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10830T0",526410,528137,1727
"8273","MGG_10831",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"MGG_10831T0",525450,527990,2540
"8274","MGG_10832",0,0,0,0,0,0,0,0,0,0,0,0,5,5,11,13,3,0,8,6,4,7,5,6,"MGG_10832T0",524102,525243,1141
"8275","MGG_10833",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,2,2,3,0,"MGG_10833T0",519460,524204,4744
"8276","MGG_10834",0,0,0,0,0,0,0,0,1,0,0,1,2,0,2,5,1,1,4,1,1,3,1,0,"MGG_10834T0",517305,519161,1856
"8277","MGG_10835",0,0,0,0,0,0,2,0,1,0,0,0,5,1,0,4,1,1,20,8,0,18,14,3,"MGG_10835T0",514368,516344,1976
"8278","MGG_10837",0,0,0,1,0,0,1,0,0,0,0,0,1,0,3,5,2,1,10,13,0,4,11,0,"MGG_10837T0",508955,512572,3617
"8279","MGG_10840",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,0,3,2,1,"MGG_10840T0",499332,502245,2913
"8280","MGG_10843",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,2,1,2,0,"MGG_10843T0",492534,494246,1712
"8281","MGG_10844",0,0,0,0,0,0,0,0,2,0,0,0,3,4,2,17,1,1,15,0,0,12,2,0,"MGG_10844T0",491272,492382,1110
"8282","MGG_10846",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"MGG_10846T0",6539529,6540603,1074
"8283","MGG_10847",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"MGG_10847T0",6537132,6539228,2096
"8284","MGG_10848",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,"MGG_10848T0",6534200,6536646,2446
"8285","MGG_10852",0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,3,0,4,3,1,6,0,1,"MGG_10852T0",6518114,6520178,2064
"8286","MGG_10853",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,2,10,5,0,10,9,2,"MGG_10853T0",6514413,6517669,3256
"8287","MGG_10854",0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,14,1,2,6,3,3,14,3,3,"MGG_10854T0",6511787,6513674,1887
"8288","MGG_10855",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"MGG_10855T0",6510067,6511619,1552
"8289","MGG_10856",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,7,2,0,7,0,0,"MGG_10856T0",6509322,6510265,943
"8290","MGG_10857",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7,0,2,0,0,0,2,1,1,"MGG_10857T0",6502815,6508012,5197
"8291","MGG_10859",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,"MGG_10859T0",6493188,6502672,9484
"8292","MGG_10860",0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,4,0,0,3,1,0,1,3,1,"MGG_10860T0",6489031,6491316,2285
"8293","MGG_10865",0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,9,4,1,26,10,6,14,24,7,"MGG_10865T0",180926,183037,2111
"8294","MGG_10867",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,2,1,4,0,0,"MGG_10867T0",190851,193285,2434
"8295","MGG_10868",0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,4,0,0,2,0,0,1,1,0,"MGG_10868T0",193584,196958,3374
"8296","MGG_10869",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10869T0",199111,200762,1651
"8297","MGG_10876",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,0,0,1,"MGG_10876T0",760612,763533,2921
"8298","MGG_10877",0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10877T0",759253,760394,1141
"8299","MGG_10878",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10878T0",756574,758556,1982
"8300","MGG_10879",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,2,1,4,1,0,"MGG_10879T0",752170,756451,4281
"8301","MGG_10881",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10881T0",744042,745515,1473
"8302","MGG_10887",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,"MGG_10887T0",6635748,6636832,1084
"8303","MGG_10892",0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10892T0",6619289,6619660,371
"8304","MGG_10893",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"MGG_10893T0",6613906,6615688,1782
"8305","MGG_10896",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,"MGG_10896T0",7945179,7947309,2130
"8306","MGG_10897",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,"MGG_10897T0",7947633,7949606,1973
"8307","MGG_10898",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"MGG_10898T0",7952975,7954291,1316
"8308","MGG_10910",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10910T0",3651697,3653363,1666
"8309","MGG_10911",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10911T0",3656546,3657142,596
"8310","MGG_10912",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10912T0",3658568,3666741,8173
"8311","MGG_10913",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,1,0,2,2,1,1,"MGG_10913T0",17125,18158,1033
"8312","MGG_10914",0,0,0,0,0,0,0,0,0,0,1,3,21,10,15,11,5,6,4,2,0,0,1,1,"MGG_10914T0",20327,20635,308
"8313","MGG_10916",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,4,0,2,4,3,0,"MGG_10916T0",25060,27571,2511
"8314","MGG_10917",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,0,1,1,"MGG_10917T0",29528,31186,1658
"8315","MGG_10921",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0,"MGG_10921T0",7877290,7878413,1123
"8316","MGG_10924",0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,2,0,4,1,0,"MGG_10924T0",7882555,7885267,2712
"8317","MGG_10925",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,3,3,4,0,3,3,0,"MGG_10925T0",7886881,7888802,1921
"8318","MGG_10926",0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,11,0,3,17,4,9,11,10,4,"MGG_10926T0",174489,175570,1081
"8319","MGG_10927",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10927T0",170431,171808,1377
"8320","MGG_10928",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10928T0",168001,170455,2454
"8321","MGG_10930",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,7,5,4,6,6,3,"MGG_10930T0",162506,163754,1248
"8322","MGG_10931",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,1,9,3,1,"MGG_10931T0",161228,162315,1087
"8323","MGG_10932",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,"MGG_10932T0",158646,160911,2265
"8324","MGG_10933",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10933T0",156754,158643,1889
"8325","MGG_10936",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10936T0",828783,830071,1288
"8326","MGG_10938",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,3,"MGG_10938T0",6591432,6593368,1936
"8327","MGG_10939",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10939T0",6590169,6590948,779
"8328","MGG_10941",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,"MGG_10941T0",6583066,6586719,3653
"8329","MGG_10942",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"MGG_10942T0",6577998,6580657,2659
"8330","MGG_10953",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10953T0",261335,262714,1379
"8331","MGG_10955",0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,1,1,2,1,0,"MGG_10955T0",270204,275688,5484
"8332","MGG_10956",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"MGG_10956T0",276006,277401,1395
"8333","MGG_10957",0,0,0,0,0,0,0,0,3,0,0,1,3,2,9,14,7,4,40,17,7,41,30,4,"MGG_10957T0",567605,569744,2139
"8334","MGG_10958",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,1,3,0,2,3,6,0,"MGG_10958T0",572118,577138,5020
"8335","MGG_10961",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10961T0",3633847,3638407,4560
"8336","MGG_10968",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10968T0",146605,148112,1507
"8337","MGG_10969",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7,0,0,9,12,4,35,10,2,"MGG_10969T1",280488,283128,2640
"8338","MGG_10969",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7,0,0,9,12,4,35,10,2,"MGG_10969T0",280488,283128,2640
"8339","MGG_10970",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,4,1,0,14,4,4,"MGG_10970T0",284320,287203,2883
"8340","MGG_10972",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10972T0",289589,290601,1012
"8341","MGG_10973",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,6,0,1,2,2,0,"MGG_10973T0",290906,291859,953
"8342","MGG_10975",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10975T0",5152881,5153255,374
"8343","MGG_10993",0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,3,0,"MGG_10993T0",63369,65706,2337
"8344","MGG_10995",0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,3,2,0,0,0,0,0,0,"MGG_10995T0",4501442,4502257,815
"8345","MGG_11003",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_11003T0",54104,54458,354
"8346","MGG_11004",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_11004T0",60324,60992,668
"8347","MGG_11005",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_11005T0",151878,153530,1652
"8348","MGG_11006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_11006T0",155201,156657,1456
"8349","MGG_11009",0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_11009T0",198795,200373,1578
"8350","MGG_11011",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"MGG_11011T0",514010,514720,710
"8351","MGG_11012",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_11012T0",515721,516290,569
"8352","MGG_11021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,1,10,3,0,"MGG_11021T0",3616387,3619852,3465
"8353","MGG_11025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_11025T0",838220,842923,4703
"8354","MGG_11026",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,1,1,1,0,1,0,"MGG_11026T0",2921847,2924596,2749
"8355","MGG_11030",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_11030T0",1969383,1970215,832
"8356","MGG_11036",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,2,0,1,2,0,"MGG_11036T0",5448482,5452703,4221
"8357","MGG_11039",0,0,0,0,0,0,0,0,0,0,0,1,2,0,4,8,1,1,2,4,1,4,5,0,"MGG_11039T0",5439426,5443329,3903
"8358","MGG_11040",0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,4,0,0,1,0,1,6,7,0,"MGG_11040T0",5443922,5445811,1889
"8359","MGG_11047",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_11047T0",214955,219310,4355
"8360","MGG_11061",0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,5,2,2,10,5,2,9,7,1,"MGG_11061T0",585527,588555,3028
"8361","MGG_11062",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"MGG_11062T0",588600,591231,2631
"8362","MGG_11063",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,1,1,2,0,0,2,1,2,"MGG_11063T0",562080,564289,2209
"8363","MGG_11064",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6,0,2,7,1,1,8,2,0,"MGG_11064T0",558882,561991,3109
"8364","MGG_11067",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_11067T0",836078,836981,903
"8365","MGG_11069",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_11069T0",832511,833749,1238
"8366","MGG_11072",0,0,0,0,0,0,0,0,0,0,4,1,7,10,15,24,3,8,4,3,0,2,4,1,"MGG_11072T0",469929,471024,1095
"8367","MGG_11075",0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,22,0,13,17,6,5,19,9,10,"MGG_11075T0",10699,12751,2052
"8368","MGG_11078",0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,"MGG_11078T0",5963694,5966539,2845
"8369","MGG_11079",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,"MGG_11079T0",5966823,5969533,2710
"8370","MGG_11080",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_11080T0",2949604,2951866,2262
"8371","MGG_11084",0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_11084T0",543539,546279,2740
"8372","MGG_11091",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,"MGG_11091T0",6828232,6829068,836
"8373","MGG_11092",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_11092T0",6459327,6459830,503
"8374","MGG_11096",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_11096T0",2547181,2547786,605
"8375","MGG_11098",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_11098T0",18986,20860,1874
"8376","MGG_11099",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_11099T0",16991,18580,1589
"8377","MGG_11100",0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,2,3,2,2,2,6,0,"MGG_11100T0",5436031,5438922,2891
"8378","MGG_11104",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_11104T0",1121004,1121758,754
"8379","MGG_11115",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"MGG_11115T0",5214755,5215664,909
"8380","MGG_11116",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,"MGG_11116T0",5201300,5206181,4881
